case	id	sex	deg	yrdeg	field	startyr	year	rank	admin	salary	salary_increment
15112	1338	M	PhD	60	Other	71	84	Assoc	0	3290	165
15113	1338	M	PhD	60	Other	71	85	Assoc	0	3290	0
15114	1338	M	PhD	60	Other	71	86	Assoc	0	3389	99
15115	1338	M	PhD	60	Other	71	87	Assoc	0	3559	170
15116	1338	M	PhD	60	Other	71	88	Assoc	0	3662	103
15117	1338	M	PhD	60	Other	71	89	Assoc	0	3918	256
15118	1338	M	PhD	60	Other	71	90	Assoc	0	4042.667	124.667
15119	1338	M	PhD	60	Other	71	91	Assoc	0	4112	69.3330000000001
15120	1338	M	PhD	60	Other	71	92	Assoc	0	4112	0
15121	1338	M	PhD	60	Other	71	93	Assoc	0	4112	0
15122	1338	M	PhD	60	Other	71	94	Assoc	0	4112	0
15123	1338	M	PhD	60	Other	71	95	Assoc	0	4112	0
15124	1340	M	PhD	75	Prof	78	78	Assist	0	2206	NA
15125	1340	M	PhD	75	Prof	78	79	Assist	0	2446	240
15126	1340	M	PhD	75	Prof	78	80	Assist	0	2632	186
15127	1340	M	PhD	75	Prof	78	81	Assist	0	2917	285
15128	1340	M	PhD	75	Prof	78	82	Assoc	0	3087.5	170.5
15129	1340	M	PhD	75	Prof	78	83	Assoc	0	3401	313.5
15130	1340	M	PhD	75	Prof	78	84	Assoc	0	3683	282
15131	1340	M	PhD	75	Prof	78	85	Assoc	0	3683	0
15132	1340	M	PhD	75	Prof	78	86	Assoc	0	4316	633
15133	1340	M	PhD	75	Prof	78	87	Assoc	0	4944	628
15134	1340	M	PhD	75	Prof	78	88	Assoc	0	5087	143
15135	1340	M	PhD	75	Prof	78	89	Assoc	0	5443	356
15136	1340	M	PhD	75	Prof	78	90	Full	0	6388	945
15137	1340	M	PhD	75	Prof	78	91	Full	0	6878	490
15138	1340	M	PhD	75	Prof	78	92	Full	0	7078	200
15139	1340	M	PhD	75	Prof	78	93	Full	0	7283	205
15140	1340	M	PhD	75	Prof	78	94	Full	0	7283	0
15141	1340	M	PhD	75	Prof	78	95	Full	0	7712	429
15142	1342	M	PhD	83	Other	88	88	Assist	0	3933	NA
15143	1342	M	PhD	83	Other	88	89	Assist	0	3975	42
15144	1342	M	PhD	83	Other	88	90	Assist	0	4281	306
15145	1342	M	PhD	83	Other	88	91	Assoc	0	4743	462
15146	1342	M	PhD	83	Other	88	92	Assoc	0	4951	208
15147	1342	M	PhD	83	Other	88	93	Assoc	0	5168	217
15148	1342	M	PhD	83	Other	88	94	Assoc	0	5168	0
15149	1342	M	PhD	83	Other	88	95	Full	0	5794	626
15150	1343	M	PhD	72	Other	72	76	Assist	0	1743	NA
15151	1343	M	PhD	72	Other	72	77	Assoc	0	1997	254
15152	1343	M	PhD	72	Other	72	78	Assoc	0	2120	123
15153	1343	M	PhD	72	Other	72	79	Assoc	0	2369	249
15154	1343	M	PhD	72	Other	72	80	Assoc	0	2582	213
15155	1343	M	PhD	72	Other	72	81	Assoc	0	2879	297
15156	1343	M	PhD	72	Other	72	82	Full	0	3092	213
15157	1343	M	PhD	72	Other	72	83	Full	0	3357	265
15158	1343	M	PhD	72	Other	72	84	Full	0	3434	77
15159	1343	M	PhD	72	Other	72	85	Full	0	3333	-101
15160	1343	M	PhD	72	Other	72	86	Full	0	3904	571
15161	1343	M	PhD	72	Other	72	87	Full	0	4101	197
15162	1343	M	PhD	72	Other	72	88	Full	0	4281	180
15163	1343	M	PhD	72	Other	72	89	Full	1	5682	1401
15164	1343	M	PhD	72	Other	72	90	Full	1	6208	526
15165	1343	M	PhD	72	Other	72	91	Full	1	6878	670
15166	1343	M	PhD	72	Other	72	92	Full	1	7206	328
15167	1343	M	PhD	72	Other	72	93	Full	1	7436	230
15168	1343	M	PhD	72	Other	72	94	Full	1	7867	431
15169	1343	M	PhD	72	Other	72	95	Full	1	8323	456
15170	1344	M	PhD	70	Other	73	76	Assist	0	1464	NA
15171	1344	M	PhD	70	Other	73	77	Assist	0	1748.571	284.571
15172	1344	M	PhD	70	Other	73	80	Assoc	0	2346.667	598.096
15173	1344	M	PhD	70	Other	73	81	Assoc	0	2603.333	256.666
15174	1344	M	PhD	70	Other	73	82	Assoc	0	2793.333	190
15175	1344	M	PhD	70	Other	73	84	Full	0	3632	838.667
15176	1344	M	PhD	70	Other	73	85	Full	0	3632	0
15177	1344	M	PhD	70	Other	73	86	Full	0	5354	1722
15178	1344	M	PhD	70	Other	73	87	Full	0	5623	269
15179	1344	M	PhD	70	Other	73	88	Full	0	5786	163
15180	1344	M	PhD	70	Other	73	89	Full	0	6190	404
15181	1344	M	PhD	70	Other	73	90	Full	0	6480	290
15182	1344	M	PhD	70	Other	73	91	Full	0	6781	301
15183	1344	M	PhD	70	Other	73	92	Full	0	6977	196
15184	1344	M	PhD	70	Other	73	93	Full	0	7180	203
15185	1344	M	PhD	70	Other	73	94	Full	0	7180	0
15186	1344	M	PhD	70	Other	73	95	Full	0	7388	208
15187	1345	M	PhD	77	Other	78	78	Assist	0	2278	NA
15188	1345	M	PhD	77	Other	78	79	Assist	0	2583	305
15189	1345	M	PhD	77	Other	78	80	Assist	0	2824	241
15190	1345	M	PhD	77	Other	78	81	Assist	0	3137	313
15191	1345	M	PhD	77	Other	78	82	Assoc	0	3831	694
15192	1345	M	PhD	77	Other	78	83	Assoc	0	4042	211
15193	1345	M	PhD	77	Other	78	84	Assoc	0	4442	400
15194	1345	M	PhD	77	Other	78	85	Assoc	0	4442	0
15195	1345	M	PhD	77	Other	78	86	Assoc	0	4914	472
15196	1345	M	PhD	77	Other	78	87	Assoc	0	5160	246
15197	1345	M	PhD	77	Other	78	88	Assoc	0	5235	75
15198	1345	M	PhD	77	Other	78	89	Assoc	0	5443	208
15199	1345	M	PhD	77	Other	78	90	Assoc	0	5780	337
15200	1345	M	PhD	77	Other	78	91	Assoc	0	6048	268
15201	1345	M	PhD	77	Other	78	92	Assoc	0	6135	87
15202	1345	M	PhD	77	Other	78	93	Assoc	0	6135	0
15203	1345	M	PhD	77	Other	78	94	Assoc	0	6135	0
15204	1345	M	PhD	77	Other	78	95	Assoc	0	6223	88
15205	1346	F	PhD	71	Other	90	90	Full	0	4849	NA
15206	1346	F	PhD	71	Other	90	91	Full	0	5088	239
15207	1346	F	PhD	71	Other	90	92	Full	0	5311	223
15208	1346	F	PhD	71	Other	90	93	Full	0	5465	154
15209	1346	F	PhD	71	Other	90	94	Full	0	5465	0
15210	1346	F	PhD	71	Other	90	95	Full	1	6320	855
15211	1347	M	PhD	92	Arts	90	90	Assist	0	4160	NA
15212	1347	M	PhD	92	Arts	90	91	Assist	0	4231	71
15213	1347	M	PhD	92	Arts	90	92	Assist	0	4353	122
15214	1347	M	PhD	92	Arts	90	93	Assist	0	4610	257
15215	1347	M	PhD	92	Arts	90	94	Assist	0	4610	0
15216	1347	M	PhD	92	Arts	90	95	Assist	0	4812	202
15217	1348	M	PhD	85	Other	95	95	Assist	0	5631	NA
15218	1349	M	PhD	61	Other	68	76	Full	0	2768	NA
15219	1349	M	PhD	61	Other	68	77	Full	0	3066	298
15220	1349	M	PhD	61	Other	68	78	Full	0	3202	136
15221	1349	M	PhD	61	Other	68	79	Full	0	3605.455	403.455
15222	1349	M	PhD	61	Other	68	80	Full	0	3905	299.545
15223	1349	M	PhD	61	Other	68	81	Full	0	4485	580
15224	1349	M	PhD	61	Other	68	82	Full	0	4615	130
15225	1349	M	PhD	61	Other	68	83	Full	0	4869	254
15226	1349	M	PhD	61	Other	68	84	Full	0	5274	405
15227	1349	M	PhD	61	Other	68	85	Full	0	5274	0
15228	1349	M	PhD	61	Other	68	86	Full	0	6265	991
15229	1349	M	PhD	61	Other	68	87	Full	0	6580	315
15230	1349	M	PhD	61	Other	68	88	Full	0	6771	191
15231	1349	M	PhD	61	Other	68	89	Full	0	7244	473
15232	1349	M	PhD	61	Other	68	90	Full	0	7583	339
15233	1349	M	PhD	61	Other	68	91	Full	0	7935	352
15234	1349	M	PhD	61	Other	68	92	Full	0	8165	230
15235	1349	M	PhD	61	Other	68	93	Full	0	8402	237
15236	1349	M	PhD	61	Other	68	94	Full	0	8402	0
15237	1349	M	PhD	61	Other	68	95	Full	0	8646	244
15238	1351	F	PhD	84	Arts	85	85	Assist	0	2667	NA
15239	1351	F	PhD	84	Arts	85	86	Assist	0	2774	107
15240	1351	F	PhD	84	Arts	85	87	Assist	0	2913	139
15241	1351	F	PhD	84	Arts	85	88	Assist	0	2998	85
15242	1351	F	PhD	84	Arts	85	89	Assist	0	3254	256
15243	1351	F	PhD	84	Arts	85	90	Assist	0	3505	251
15244	1351	F	PhD	84	Arts	85	91	Assoc	0	3828	323
15245	1351	F	PhD	84	Arts	85	92	Assoc	0	4171	343
15246	1351	F	PhD	84	Arts	85	93	Assoc	0	4292	121
15247	1351	F	PhD	84	Arts	85	94	Assoc	0	4292	0
15248	1351	F	PhD	84	Arts	85	95	Assoc	0	4416	124
15249	1352	M	PhD	77	Other	84	84	Assoc	0	3688	NA
15250	1352	M	PhD	77	Other	84	85	Assoc	0	3688	0
15251	1352	M	PhD	77	Other	84	86	Assoc	0	4081	393
15252	1352	M	PhD	77	Other	84	87	Assoc	0	4285	204
15253	1352	M	PhD	77	Other	84	88	Assoc	0	4805	520
15254	1352	M	PhD	77	Other	84	89	Assoc	0	5141	336
15255	1352	M	PhD	77	Other	84	90	Assoc	0	5381	240
15256	1352	M	PhD	77	Other	84	91	Assoc	0	5711.714	330.714
15257	1352	M	PhD	77	Other	84	92	Full	0	6781	1069.286
15258	1352	M	PhD	77	Other	84	93	Full	0	6878	97
15259	1352	M	PhD	77	Other	84	94	Full	1	7283	405
15260	1352	M	PhD	77	Other	84	95	Full	1	7602	319
15261	1353	M	PhD	94	Arts	95	95	Assist	0	4053	NA
15262	1354	F	PhD	87	Other	90	90	Assist	0	4160	NA
15263	1354	F	PhD	87	Other	90	91	Assist	0	4231	71
15264	1354	F	PhD	87	Other	90	92	Assist	0	4353	122
15265	1354	F	PhD	87	Other	90	93	Assist	0	4480	127
15266	1354	F	PhD	87	Other	90	94	Assist	0	4480	0
15267	1354	F	PhD	87	Other	90	95	Assist	0	4812	332
15268	1355	M	PhD	72	Other	78	78	Assist	0	1904	NA
15269	1355	M	PhD	72	Other	78	79	Assist	0	2079	175
15270	1355	M	PhD	72	Other	78	80	Assoc	0	2333	254
15271	1355	M	PhD	72	Other	78	81	Assoc	0	2532	199
15272	1355	M	PhD	72	Other	78	82	Assoc	0	2605	73
15273	1355	M	PhD	72	Other	78	83	Assoc	0	2748	143
15274	1355	M	PhD	72	Other	78	84	Assoc	0	3063	315
15275	1355	M	PhD	72	Other	78	85	Assoc	0	3063	0
15276	1355	M	PhD	72	Other	78	86	Assoc	0	3487	424
15277	1355	M	PhD	72	Other	78	87	Assoc	0	3662	175
15278	1355	M	PhD	72	Other	78	88	Assoc	0	3768	106
15279	1355	M	PhD	72	Other	78	89	Assoc	0	4149	381
15280	1355	M	PhD	72	Other	78	90	Full	0	4533	384
15281	1355	M	PhD	72	Other	78	91	Full	0	4881	348
15282	1355	M	PhD	72	Other	78	92	Full	1	5631	750
15283	1355	M	PhD	72	Other	78	93	Full	1	5794	163
15284	1355	M	PhD	72	Other	78	94	Full	1	5794	0
15285	1355	M	PhD	72	Other	78	95	Full	1	6135	341
15286	1356	M	PhD	78	Prof	91	91	Assoc	0	4806	NA
15287	1356	M	PhD	78	Prof	91	92	Assoc	0	4993	187
15288	1356	M	PhD	78	Prof	91	93	Assoc	0	5184	191
15289	1356	M	PhD	78	Prof	91	94	Assoc	0	5870	686
15290	1356	M	PhD	78	Prof	91	95	Assoc	0	6140	270
15291	1357	M	PhD	87	Other	92	92	Assist	0	3175	NA
15292	1357	M	PhD	87	Other	92	93	Assist	0	3314	139
15293	1357	M	PhD	87	Other	92	94	Assist	0	3314	0
15294	1357	M	PhD	87	Other	92	95	Assist	0	3459	145
15295	1359	F	PhD	85	Other	88	88	Assist	0	3505	NA
15296	1359	F	PhD	85	Other	88	89	Assist	0	3803	298
15297	1359	F	PhD	85	Other	88	90	Assist	0	4096	293
15298	1359	F	PhD	85	Other	88	91	Assoc	0	4538	442
15299	1359	F	PhD	85	Other	88	92	Assoc	0	4806	268
15300	1359	F	PhD	85	Other	88	93	Assoc	0	4945	139
15301	1359	F	PhD	85	Other	88	94	Assoc	0	4945	0
15302	1359	F	PhD	85	Other	88	95	Full	0	6676	1731
15303	1360	M	PhD	81	Other	87	87	Assist	0	3768	NA
15304	1360	M	PhD	81	Other	87	88	Assist	0	3768	0
15305	1360	M	PhD	81	Other	87	89	Assist	0	4032	264
15306	1360	M	PhD	81	Other	87	90	Assoc	0	4343	311
15307	1360	M	PhD	81	Other	87	91	Assoc	0	4610	267
15308	1360	M	PhD	81	Other	87	92	Assoc	0	4743	133
15309	1360	M	PhD	81	Other	87	93	Assoc	0	4881	138
15310	1360	M	PhD	81	Other	87	94	Assoc	0	4881	0
15311	1360	M	PhD	81	Other	87	95	Assoc	0	5242	361
15312	1361	M	PhD	65	Prof	65	76	Full	1	2089	NA
15313	1361	M	PhD	65	Prof	65	77	Full	1	2502	413
15314	1361	M	PhD	65	Prof	65	78	Full	1	2888	386
15315	1361	M	PhD	65	Prof	65	80	Full	0	3447	559
15316	1361	M	PhD	65	Prof	65	81	Full	1	3831	384
15317	1361	M	PhD	65	Prof	65	82	Full	0	4116	285
15318	1361	M	PhD	65	Prof	65	83	Full	0	4342	226
15319	1361	M	PhD	65	Prof	65	84	Full	0	4505	163
15320	1361	M	PhD	65	Prof	65	85	Full	0	4505	0
15321	1361	M	PhD	65	Prof	65	86	Full	0	4914	409
15322	1361	M	PhD	65	Prof	65	87	Full	0	5160	246
15323	1361	M	PhD	65	Prof	65	88	Full	0	5235	75
15324	1361	M	PhD	65	Prof	65	89	Full	0	5931	696
15325	1361	M	PhD	65	Prof	65	90	Full	0	6208	277
15326	1361	M	PhD	65	Prof	65	91	Full	0	6684	476
15327	1361	M	PhD	65	Prof	65	92	Full	0	7602	918
15328	1361	M	PhD	65	Prof	65	93	Full	0	7823	221
15329	1361	M	PhD	65	Prof	65	94	Full	0	7823	0
15330	1361	M	PhD	65	Prof	65	95	Full	0	8165	342
15331	1362	M	PhD	84	Other	90	90	Assist	0	4468	NA
15332	1362	M	PhD	84	Other	90	91	Assist	0	4544	76
15333	1362	M	PhD	84	Other	90	92	Assist	0	4676	132
15334	1362	M	PhD	84	Other	90	93	Assist	0	4812	136
15335	1362	M	PhD	84	Other	90	94	Assist	0	4812	0
15336	1362	M	PhD	84	Other	90	95	Assist	0	5022	210
15337	1363	M	PhD	69	Other	68	76	Full	0	2500	NA
15338	1363	M	PhD	69	Other	68	77	Full	0	2872	372
15339	1363	M	PhD	69	Other	68	78	Full	0	3059	187
15340	1363	M	PhD	69	Other	68	79	Full	0	3615	556
15341	1363	M	PhD	69	Other	68	80	Full	0	3916	301
15342	1363	M	PhD	69	Other	68	81	Full	0	4548	632
15343	1363	M	PhD	69	Other	68	82	Full	0	4886	338
15344	1363	M	PhD	69	Other	68	83	Full	0	5537	651
15345	1363	M	PhD	69	Other	68	84	Full	0	6170	633
15346	1363	M	PhD	69	Other	68	85	Full	0	6170	0
15347	1363	M	PhD	69	Other	68	86	Full	0	8188	2018
15348	1363	M	PhD	69	Other	68	87	Full	0	8361	173
15349	1363	M	PhD	69	Other	68	88	Full	0	8703	342
15350	1363	M	PhD	69	Other	68	89	Full	0	9656	953
15351	1363	M	PhD	69	Other	68	90	Full	1	9669	13
15352	1363	M	PhD	69	Other	68	91	Full	1	10411	742
15353	1363	M	PhD	69	Other	68	92	Full	1	11343	932
15354	1363	M	PhD	69	Other	68	93	Full	1	11672	329
15355	1363	M	PhD	69	Other	68	94	Full	1	11672	0
15356	1363	M	PhD	69	Other	68	95	Full	1	12270	598
15357	1364	M	PhD	69	Arts	68	76	Assoc	0	1674.627	NA
15358	1364	M	PhD	69	Arts	68	77	Assoc	0	1866	191.373
15359	1364	M	PhD	69	Arts	68	78	Assoc	0	1980	114
15360	1364	M	PhD	69	Arts	68	79	Assoc	0	2202	222
15361	1364	M	PhD	69	Arts	68	80	Assoc	0	2376	174
15362	1364	M	PhD	69	Arts	68	81	Assoc	0	2642	266
15363	1364	M	PhD	69	Arts	68	82	Assoc	0	2642	0
15364	1364	M	PhD	69	Arts	68	83	Assoc	0	2787	145
15365	1364	M	PhD	69	Arts	68	84	Assoc	0	3020	233
15366	1364	M	PhD	69	Arts	68	85	Assoc	0	3020	0
15367	1364	M	PhD	69	Arts	68	86	Assoc	0	3293	273
15368	1364	M	PhD	69	Arts	68	87	Assoc	0	3458	165
15369	1364	M	PhD	69	Arts	68	88	Assoc	0	3508	50
15370	1364	M	PhD	69	Arts	68	89	Assoc	0	3648	140
15371	1364	M	PhD	69	Arts	68	90	Assoc	0	3711	63
15372	1364	M	PhD	69	Arts	68	91	Assoc	0	3883	172
15373	1364	M	PhD	69	Arts	68	92	Assoc	0	3996	113
15374	1364	M	PhD	69	Arts	68	93	Assoc	0	3996	0
15375	1364	M	PhD	69	Arts	68	94	Assoc	0	3996	0
15376	1364	M	PhD	69	Arts	68	95	Assoc	0	4231	235
15377	1365	M	PhD	78	Arts	79	79	Assist	0	1842	NA
15378	1365	M	PhD	78	Arts	79	80	Assist	0	2037	195
15379	1365	M	PhD	78	Arts	79	81	Assist	0	2258	221
15380	1365	M	PhD	78	Arts	79	82	Assist	0	2192	-66
15381	1365	M	PhD	78	Arts	79	83	Assist	0	2595	403
15382	1365	M	PhD	78	Arts	79	84	Assist	0	2770	175
15383	1365	M	PhD	78	Arts	79	85	Assoc	0	2851	81
15384	1365	M	PhD	78	Arts	79	86	Assoc	0	3110	259
15385	1365	M	PhD	78	Arts	79	87	Assoc	0	3266	156
15386	1365	M	PhD	78	Arts	79	88	Assoc	0	3313	47
15387	1365	M	PhD	78	Arts	79	89	Assoc	0	3808	495
15388	1365	M	PhD	78	Arts	79	90	Assoc	0	3986	178
15389	1365	M	PhD	78	Arts	79	91	Assoc	0	4231	245
15390	1365	M	PhD	78	Arts	79	92	Assoc	0	4353	122
15391	1365	M	PhD	78	Arts	79	93	Assoc	0	4416	63
15392	1365	M	PhD	78	Arts	79	94	Assoc	0	4416	0
15393	1365	M	PhD	78	Arts	79	95	Assoc	1	4743	327
15394	1366	F	PhD	76	Arts	89	89	Assist	0	3348	NA
15395	1366	F	PhD	76	Arts	89	90	Assist	0	3406	58
15396	1366	F	PhD	76	Arts	89	91	Assist	0	3667	261
15397	1366	F	PhD	76	Arts	89	92	Assist	0	3774	107
15398	1366	F	PhD	76	Arts	89	93	Assist	0	3828	54
15399	1366	F	PhD	76	Arts	89	94	Assist	0	3828	0
15400	1366	F	PhD	76	Arts	89	95	Assist	0	3939	111
15401	1367	M	PhD	83	Other	93	93	Assoc	0	5318.667	NA
15402	1367	M	PhD	83	Other	93	94	Assoc	0	5318.667	0
15403	1367	M	PhD	83	Other	93	95	Assoc	0	5472	153.333
15404	1368	M	PhD	77	Prof	86	86	Assoc	0	4708	NA
15405	1368	M	PhD	77	Prof	86	87	Assoc	0	4944	236
15406	1368	M	PhD	77	Prof	86	88	Full	0	5087	143
15407	1368	M	PhD	77	Prof	86	89	Full	0	5443	356
15408	1368	M	PhD	77	Prof	86	90	Full	0	5698	255
15409	1368	M	PhD	77	Prof	86	91	Full	0	6048	350
15410	1368	M	PhD	77	Prof	86	92	Full	0	6781	733
15411	1368	M	PhD	77	Prof	86	93	Full	0	6977	196
15412	1368	M	PhD	77	Prof	86	94	Full	0	6977	0
15413	1368	M	PhD	77	Prof	86	95	Full	0	7283	306
15414	1369	F	PhD	88	Other	88	88	Assist	0	3313	NA
15415	1369	F	PhD	88	Other	88	89	Assist	0	3445	132
15416	1369	F	PhD	88	Other	88	90	Assist	0	3873	428
15417	1369	F	PhD	88	Other	88	91	Assist	0	4171	298
15418	1369	F	PhD	88	Other	88	92	Assoc	0	4743	572
15419	1369	F	PhD	88	Other	88	93	Assoc	0	5022	279
15420	1369	F	PhD	88	Other	88	94	Assoc	0	5022	0
15421	1369	F	PhD	88	Other	88	95	Assoc	0	5394	372
15422	1371	M	PhD	66	Other	69	76	Full	0	2605.882	NA
15423	1371	M	PhD	66	Other	69	77	Full	0	3005.882	400
15424	1371	M	PhD	66	Other	69	78	Full	0	3239	233.118
15425	1371	M	PhD	66	Other	69	79	Full	0	3686	447
15426	1371	M	PhD	66	Other	69	80	Full	0	4090.909	404.909
15427	1371	M	PhD	66	Other	69	81	Full	0	4681	590.091
15428	1371	M	PhD	66	Other	69	82	Full	1	4609	-72
15429	1371	M	PhD	66	Other	69	83	Full	1	5374	765
15430	1371	M	PhD	66	Other	69	84	Full	1	6533	1159
15431	1371	M	PhD	66	Other	69	85	Full	1	6533	0
15432	1371	M	PhD	66	Other	69	86	Full	0	8104	1571
15433	1371	M	PhD	66	Other	69	87	Full	0	8757	653
15434	1371	M	PhD	66	Other	69	88	Full	0	9406	649
15435	1371	M	PhD	66	Other	69	89	Full	0	10657	1251
15436	1371	M	PhD	66	Other	69	90	Full	0	11155	498
15437	1371	M	PhD	66	Other	69	91	Full	0	11672	517
15438	1371	M	PhD	66	Other	69	92	Full	0	11840	168
15439	1371	M	PhD	66	Other	69	93	Full	0	12011	171
15440	1371	M	PhD	66	Other	69	94	Full	0	12011	0
15441	1371	M	PhD	66	Other	69	95	Full	0	12241	230
15442	1372	M	PhD	70	Arts	85	85	Full	0	4856	NA
15443	1372	M	PhD	70	Arts	85	86	Full	0	5056	200
15444	1372	M	PhD	70	Arts	85	87	Full	0	5310	254
15445	1372	M	PhD	70	Arts	85	88	Full	1	5786	476
15446	1372	M	PhD	70	Arts	85	89	Full	1	6280	494
15447	1372	M	PhD	70	Arts	85	90	Full	0	6668	388
15448	1372	M	PhD	70	Arts	85	91	Full	0	6977	309
15449	1372	M	PhD	70	Arts	85	92	Full	0	7078	101
15450	1372	M	PhD	70	Arts	85	93	Full	0	7180	102
15451	1372	M	PhD	70	Arts	85	94	Full	0	7180	0
15452	1372	M	PhD	70	Arts	85	95	Full	0	7823	643
15453	1374	M	PhD	75	Other	77	77	Assist	0	1773	NA
15454	1374	M	PhD	75	Other	77	78	Assist	0	1866	93
15455	1374	M	PhD	75	Other	77	79	Assist	0	2120	254
15456	1374	M	PhD	75	Other	77	80	Assoc	0	2376	256
15457	1374	M	PhD	75	Other	77	81	Assoc	0	2605	229
15458	1374	M	PhD	75	Other	77	82	Assoc	0	2719	114
15459	1374	M	PhD	75	Other	77	83	Assoc	0	3125	406
15460	1374	M	PhD	75	Other	77	84	Full	0	3586	461
15461	1374	M	PhD	75	Other	77	85	Full	0	3586	0
15462	1374	M	PhD	75	Other	77	86	Full	0	4023	437
15463	1374	M	PhD	75	Other	77	87	Full	0	4225	202
15464	1374	M	PhD	75	Other	77	88	Full	1	4347	122
15465	1374	M	PhD	75	Other	77	89	Full	1	4925	578
15466	1374	M	PhD	75	Other	77	90	Full	1	5229	304
15467	1374	M	PhD	75	Other	77	91	Full	1	6590	1361
15468	1374	M	PhD	75	Other	77	92	Full	0	6781	191
15469	1374	M	PhD	75	Other	77	93	Full	1	6977	196
15470	1374	M	PhD	75	Other	77	94	Full	0	6977	0
15471	1374	M	PhD	75	Other	77	95	Full	1	7283	306
15472	1375	M	PhD	65	Prof	66	76	Full	0	2160	NA
15473	1375	M	PhD	65	Prof	66	77	Full	0	2419	259
15474	1375	M	PhD	65	Prof	66	78	Full	0	2544	125
15475	1375	M	PhD	65	Prof	66	79	Full	0	2850	306
15476	1375	M	PhD	65	Prof	66	80	Full	0	3058	208
15477	1375	M	PhD	65	Prof	66	81	Full	0	3517	459
15478	1375	M	PhD	65	Prof	66	82	Full	1	3802	285
15479	1375	M	PhD	65	Prof	66	83	Full	1	4592	790
15480	1375	M	PhD	65	Prof	66	84	Full	1	5192	600
15481	1375	M	PhD	65	Prof	66	85	Full	1	5192	0
15482	1375	M	PhD	65	Prof	66	86	Full	1	6348	1156
15483	1375	M	PhD	65	Prof	66	87	Full	1	6668	320
15484	1375	M	PhD	65	Prof	66	88	Full	1	7060	392
15485	1375	M	PhD	65	Prof	66	89	Full	1	7771	711
15486	1375	M	PhD	65	Prof	66	90	Full	1	8371	600
15487	1375	M	PhD	65	Prof	66	91	Full	1	8759	388
15488	1375	M	PhD	65	Prof	66	92	Full	1	9143	384
15489	1375	M	PhD	65	Prof	66	93	Full	1	9408	265
15490	1375	M	PhD	65	Prof	66	94	Full	1	9408	0
15491	1375	M	PhD	65	Prof	66	95	Full	1	9681	273
15492	1376	F	PhD	81	Other	86	86	Assoc	0	4156.471	NA
15493	1376	F	PhD	81	Other	86	87	Assoc	0	3711	-445.471
15494	1376	F	PhD	81	Other	86	88	Assoc	1	4281	570
15495	1376	F	PhD	81	Other	86	89	Assoc	1	4580	299
15496	1376	F	PhD	81	Other	86	90	Assoc	1	4933	353
15497	1376	F	PhD	81	Other	86	91	Assoc	1	5388	455
15498	1376	F	PhD	81	Other	86	92	Assoc	1	5627	239
15499	1376	F	PhD	81	Other	86	93	Full	1	6216	589
15500	1376	F	PhD	81	Other	86	94	Full	1	6216	0
15501	1376	F	PhD	81	Other	86	95	Full	0	7180	964
15502	1377	M	PhD	73	Other	75	76	Assist	0	1592	NA
15503	1377	M	PhD	73	Other	75	77	Assist	0	1754	162
15504	1377	M	PhD	73	Other	75	78	Assoc	0	1980	226
15505	1377	M	PhD	73	Other	75	79	Assoc	0	2500	520
15506	1377	M	PhD	73	Other	75	80	Assoc	0	2642	142
15507	1377	M	PhD	73	Other	75	81	Assoc	0	2879	237
15508	1377	M	PhD	73	Other	75	82	Full	0	3137	258
15509	1377	M	PhD	73	Other	75	83	Full	0	3310	173
15510	1377	M	PhD	73	Other	75	84	Full	0	3534	224
15511	1377	M	PhD	73	Other	75	85	Full	0	3534	0
15512	1377	M	PhD	73	Other	75	86	Full	0	4199	665
15513	1377	M	PhD	73	Other	75	87	Full	0	4410	211
15514	1377	M	PhD	73	Other	75	88	Full	0	4538	128
15515	1377	M	PhD	73	Other	75	89	Full	0	4786	248
15516	1377	M	PhD	73	Other	75	90	Full	0	4939	153
15517	1377	M	PhD	73	Other	75	91	Full	1	5388	449
15518	1377	M	PhD	73	Other	75	92	Full	1	5747	359
15519	1377	M	PhD	73	Other	75	93	Full	1	5991	244
15520	1377	M	PhD	73	Other	75	94	Full	1	6991	1000
15521	1377	M	PhD	73	Other	75	95	Full	1	11783	4792
15522	1378	M	PhD	76	Other	76	76	Assist	0	1563	NA
15523	1378	M	PhD	76	Other	76	77	Assist	0	1717	154
15524	1378	M	PhD	76	Other	76	78	Assist	0	1791	74
15525	1378	M	PhD	76	Other	76	79	Assist	0	1959	168
15526	1378	M	PhD	76	Other	76	80	Assist	0	2121	162
15527	1378	M	PhD	76	Other	76	82	Assist	0	2448.485	327.485
15528	1378	M	PhD	76	Other	76	83	Assoc	0	2708	259.515
15529	1378	M	PhD	76	Other	76	84	Assoc	0	3290	582
15530	1378	M	PhD	76	Other	76	85	Assoc	0	3290	0
15531	1378	M	PhD	76	Other	76	86	Full	0	3909	619
15532	1378	M	PhD	76	Other	76	87	Full	0	4105	196
15533	1378	M	PhD	76	Other	76	88	Full	0	4410	305
15534	1378	M	PhD	76	Other	76	89	Full	0	4996	586
15535	1378	M	PhD	76	Other	76	90	Full	0	5305	309
15536	1378	M	PhD	76	Other	76	91	Full	0	5878	573
15537	1378	M	PhD	76	Other	76	92	Full	0	6313	435
15538	1378	M	PhD	76	Other	76	93	Full	0	6496	183
15539	1378	M	PhD	76	Other	76	94	Full	0	6496	0
15540	1378	M	PhD	76	Other	76	95	Full	0	6977	481
